GEOID,county_name,state,state_name,MRR2010,TractsHTC ,TotPopinHTCTracts,TotPopinHHsHTCTracts,TotPopACS18,TotUnder5,WhiteAloneOrCombo,BlackAloneOrCombo,AmerIndAloneorCombo,AsianAloneOrCombo,NatHawAloneOrCombo,Hispanic,TotPopBornOutUS,FB2010Plus,FB2000Plus,FBNotCit2010Plus,FBNotCit2000Plus,TotPopBornOutUS_IncNative,FB2010Plus_IncNative,FB2000Plus_IncNative,HH_SingleParent,TotHH,Owner_TOTAL,Renter_TOTAL,HHer15to34,HHer35to54,HHer55to64,HHer65plus,TotPopinHHs,HH_Crowded,HH_Owner_Crowded,HH_Renter_Crowded,Units_TOTAL,Units_2Plus,Units_10Plus,Moved2015later,Move10to14,Moved00to09,Moved90to99,Moved1989earlier,GroupQuarterACS18,NoInternet,Internet_NoSub,Internet,DialUpOnly,Broadband_Any,Cellular,CellularOnly,Broadband_CableFiberOpticDSL,Broadband_CableFiberOpticDSLOnly,Satellite,SatelliteOnly,OtherOnly,LEPHHs,LEPspanHHs,LEPindoeurHHs,LEPapacHHs,LEPotherHHs,Poverty_TOTAL,Poverty_Less100,Poverty_Less150,Poverty_Less200
48107,Crosby County,48, Texas,0.765947682,1,1625,1625,5861,400,5284,315,25,14,0,3261,178,22,51,18,31,219,29,65,298,2044,1451,593,284,701,403,656,5780,149,71,78,2901,216,10,241,560,555,242,446,81,608,88,1348,26,1322,1003,350,778,234,216,29,15,132,129,3,0,0,5780,1194,2177,2985
48109,Culberson County,48, Texas,0.674556213,1,2241,2207,2241,195,1880,3,46,23,0,1646,281,7,32,7,26,298,7,32,90,681,460,221,93,178,158,252,2207,37,19,18,993,102,37,84,155,216,72,154,34,290,32,359,17,342,203,128,154,90,60,47,0,199,187,0,12,0,2233,701,1089,1241
48111,Dallam County,48, Texas,0.712074303,2,7243,7199,7243,692,6824,144,96,138,39,3260,1625,857,1358,853,1291,1689,857,1364,245,2404,1514,890,570,897,501,436,7199,68,10,58,2934,312,82,436,777,580,330,281,44,586,77,1741,0,1741,1259,384,1272,439,157,30,2,314,282,32,0,0,7204,1001,1627,2417
48113,Dallas County,48, Texas,0.745087823,190,890375,875551,2586552,195852,1650110,612756,29772,177225,4049,1033000,628703,123914,318152,116304,271454,657703,131179,330917,129666,917276,459974,457302,230601,368948,157250,160477,2556092,61821,18380,43441,998874,408109,268150,212974,305388,211459,97458,89997,30460,168978,26004,722294,2391,719903,536517,103398,587788,153654,45941,5485,3164,104214,87656,3937,9525,3096,2556383,423899,728996,1015664
48115,Dawson County,48, Texas,0.814695695,0,0,0,12964,852,10424,944,279,6,0,7402,821,106,359,102,242,854,108,364,507,4322,3080,1242,987,1375,777,1183,11164,145,102,43,5186,283,68,671,918,1168,723,842,1800,1148,190,2984,33,2951,2195,644,2062,572,416,95,2,256,254,2,0,0,11066,2520,4514,5363
48117,Deaf Smith County,48, Texas,0.741103493,1,3778,3724,18899,1663,17444,384,494,143,41,13659,3112,296,975,288,927,3206,308,993,824,6139,3885,2254,1314,2355,1234,1236,18590,254,105,149,7051,876,276,987,1791,1606,823,932,309,1362,182,4595,16,4579,3495,1686,2566,828,350,61,6,708,687,0,0,21,18631,3248,5420,7264
48119,Delta County,48, Texas,0.772879464,0,0,0,5215,315,4746,415,145,49,0,380,73,0,12,0,0,122,13,25,181,2015,1498,517,300,585,500,630,5149,37,8,29,2476,157,6,264,510,578,439,224,66,519,65,1431,27,1404,1017,353,786,307,306,42,0,0,0,0,0,0,5149,1218,1592,2030
48121,Denton County,48, Texas,0.782144467,33,155282,147247,807047,52426,629917,86810,10792,77802,1949,155047,120929,24245,61463,22156,46451,133006,26464,66011,26171,283250,182646,100604,64804,128139,47932,42375,795079,6650,2192,4458,299885,78403,53123,70001,97847,78161,24531,12710,11968,20563,6868,255819,566,255253,197864,16972,229198,51134,18173,1853,658,10391,6316,827,3050,198,794142,64291,109348,162696
48123,DeWitt County,48, Texas,0.819759262,0,0,0,20435,1302,13946,2021,208,1,0,7132,936,14,323,11,304,1068,47,356,824,7088,5329,1759,1303,2165,1334,2286,18548,333,234,99,9207,418,104,879,1827,1689,1311,1382,1887,2108,389,4591,61,4530,3133,817,2698,826,1195,253,33,211,198,13,0,0,18519,2971,5188,7232
48125,Dickens County,48, Texas,0.806818182,0,0,0,2216,109,2027,68,17,35,0,673,120,25,41,25,41,165,39,62,69,842,614,228,93,245,199,305,2087,32,27,5,1379,10,2,126,218,247,90,161,129,188,31,623,4,619,426,81,503,164,52,10,0,0,0,0,0,0,2087,360,679,916
48127,Dimmit County,48, Texas,0.634333121,2,10663,10539,10663,1015,9511,5,0,402,0,9244,897,16,42,16,42,948,16,42,445,3309,2394,915,482,1259,456,1112,10539,281,200,81,4408,362,166,244,1099,752,360,854,124,1328,88,1893,0,1893,1334,519,1073,432,273,70,22,392,392,0,0,0,10555,3148,4887,6225
48129,Donley County,48, Texas,0.735694823,1,1990,1677,3387,162,3106,206,48,27,0,373,74,6,37,6,23,107,6,39,110,1290,966,324,187,397,261,445,3074,28,20,8,2150,117,22,207,274,344,222,243,313,458,46,786,4,782,484,111,534,233,149,55,6,7,7,0,0,0,3082,458,804,1120
48131,Duval County,48, Texas,0.610497238,3,11355,10851,11355,813,9910,191,40,0,0,10135,684,85,138,1,54,716,85,156,680,3511,2228,1283,671,1053,602,1185,10851,259,89,170,5592,228,26,492,816,805,380,1018,504,1412,6,2093,7,2086,1389,392,1528,555,263,94,0,407,407,0,0,0,10738,2751,4397,5892
48133,Eastland County,48, Texas,0.8,0,0,0,18270,979,16819,675,104,121,2,2963,683,7,195,7,150,846,7,241,386,6460,4890,1570,667,1924,1348,2521,17291,163,148,15,10266,747,197,771,1933,1794,896,1066,979,2083,132,4245,83,4162,2495,757,2526,1100,1194,419,0,159,149,0,10,0,17348,3565,5689,8162
48135,Ector County,48, Texas,0.747466071,8,40029,39559,158342,14526,132486,9622,2001,2072,203,94453,20869,3722,8169,3485,6837,22560,4264,9002,7384,51954,34099,17855,14648,19113,8798,9395,156669,2776,1289,1487,57669,11459,6650,11033,15394,12167,6789,6571,1673,7909,1518,42527,86,42441,35031,9577,29542,5895,4455,737,128,4839,4612,31,116,80,156445,18481,32920,48523
48137,Edwards County,48, Texas,0.68496732,1,2055,2043,2055,120,2050,1,1,0,0,1194,93,24,43,24,24,94,24,43,39,686,560,126,39,160,69,418,2043,23,23,0,1689,14,0,57,60,162,136,271,12,298,84,304,0,304,119,22,247,150,39,31,0,65,55,10,0,0,2043,136,584,997
48139,Ellis County,48, Texas,0.791518683,1,4018,4018,168838,11392,143188,18925,5173,1828,149,43737,14439,1921,5531,1857,4682,15612,2248,6037,5777,55840,40760,15080,9597,22734,11210,12299,167075,2028,1178,850,60033,6920,3031,9305,17050,17170,6854,5461,1763,6344,2032,47464,163,47301,36093,8163,31800,8359,9772,1914,260,2000,1921,21,58,0,166593,15481,28900,42145
48141,El Paso County,48, Texas,0.771120614,36,217495,213092,837654,65182,689632,35629,10129,15499,2378,690189,207977,27595,71173,24420,55592,228315,32888,80400,41198,265724,163218,102506,57535,104813,47034,56342,822619,14121,6536,7585,293365,72284,32759,51081,73685,66397,35666,38895,15035,56723,10225,198776,671,198105,147349,35802,153957,46323,15944,2306,176,61349,59824,602,806,117,822256,175171,290467,394954
48143,Erath County,48, Texas,0.766520552,2,5432,5432,41482,2449,38428,914,1322,365,21,8671,3233,312,1304,252,957,3577,351,1443,1053,13961,8991,4970,3886,4448,2351,3276,39383,375,247,128,17944,3078,1908,2835,4478,3679,1487,1482,2099,2576,936,10449,41,10408,7146,1437,7787,2553,1518,447,34,227,212,15,0,0,39348,8359,12074,16707
48145,Falls County,48, Texas,0.716103852,4,9702,9099,17299,1042,12621,4265,185,94,15,3987,983,48,276,37,222,1109,83,317,492,5237,3864,1373,824,1380,1308,1725,15522,290,202,88,7734,598,433,626,1275,1418,833,1085,1777,1818,327,3092,50,3042,2314,602,1982,521,599,137,31,84,81,0,3,0,15521,3955,5513,6585
48147,Fannin County,48, Texas,0.799647691,1,3141,3033,34175,1722,30913,2503,710,314,21,3752,1819,498,1025,498,972,2118,516,1139,1028,12231,8957,3274,1739,4074,2583,3835,31101,314,118,196,14391,1133,316,2005,3266,3463,1685,1812,3074,3159,530,8542,73,8469,5743,1517,4769,1757,2158,656,219,169,128,19,22,0,31252,3897,7375,10899
48149,Fayette County,48, Texas,0.850578828,0,0,0,25066,1256,22824,1697,142,124,20,5212,1662,155,407,155,332,1813,162,446,611,9067,7303,1764,1109,2465,2091,3402,24582,183,90,93,13961,788,478,722,2288,2797,1405,1855,484,3037,438,5592,182,5410,3521,1168,3574,1520,833,269,36,225,169,56,0,0,24640,2698,5704,7689
48151,Fisher County,48, Texas,0.807086614,0,0,0,3883,262,3609,179,108,23,5,1185,175,74,97,74,97,199,74,97,105,1649,1222,427,234,497,315,603,3843,39,21,18,2216,167,8,236,413,340,278,382,40,472,51,1126,11,1115,819,197,662,180,263,101,4,74,69,0,5,0,3840,617,889,1303
48153,Floyd County,48, Texas,0.812080537,0,0,0,5872,381,5549,240,87,10,0,3429,523,8,147,8,131,575,22,167,268,2328,1671,657,438,783,426,681,5834,155,48,107,2978,247,79,238,789,507,360,434,38,592,24,1712,26,1686,1430,706,835,218,194,31,0,127,127,0,0,0,5821,1114,1958,2593
48155,Foard County,48, Texas,0.782608696,0,0,0,1408,62,1290,25,0,0,0,288,51,0,0,0,0,68,0,0,30,557,466,91,59,171,99,228,1373,5,5,0,890,53,0,56,122,172,92,115,35,131,42,384,5,379,210,47,280,148,39,18,0,16,16,0,0,0,1373,95,325,567
48157,Fort Bend County,48, Texas,0.792324556,9,69674,69061,739342,51655,399076,159590,5690,154818,654,179653,209884,47292,103659,42741,72998,222428,50700,110522,22966,230381,178984,51397,35717,109314,47635,37715,733624,7694,3446,4248,242847,26327,19981,41432,73274,74373,26159,15143,5718,15059,3186,212136,785,211351,169439,17683,186228,38427,23843,1780,143,13999,6785,1220,5690,304,733464,57565,97450,146516
48159,Franklin County,48, Texas,0.809710495,0,0,0,10679,587,9508,597,146,5,37,1515,657,59,230,34,197,731,59,242,291,3806,2930,876,408,1285,793,1320,10584,113,56,57,5842,228,105,341,1262,1174,716,313,95,657,191,2958,13,2945,2264,870,1734,468,496,158,0,45,45,0,0,0,10573,899,1866,3109
48161,Freestone County,48, Texas,0.763198892,1,2414,2375,19709,1153,16193,3252,96,164,22,2984,1352,257,648,198,492,1500,286,680,637,6865,5163,1702,1166,2100,1340,2259,18057,188,156,32,9413,410,22,986,1831,2219,838,991,1652,2009,239,4617,65,4552,3550,1167,2662,701,1039,218,6,195,172,23,0,0,18037,3105,5446,6972
48163,Frio County,48, Texas,0.644666667,3,19394,15709,19394,1166,14813,980,164,198,0,15279,3014,1608,1954,1346,1692,3096,1608,1983,851,4624,3153,1471,788,1747,764,1325,15709,366,132,234,5948,432,101,488,932,1492,821,891,3685,1769,73,2782,18,2764,1605,420,2145,1078,249,35,15,446,446,0,0,0,15657,3169,5135,7336
48165,Gaines County,48, Texas,0.78381027,0,0,0,20321,2190,19121,462,106,95,13,8375,5755,1350,2690,1174,2257,5875,1384,2744,601,5737,4440,1297,1310,2257,1102,1068,20207,355,208,147,6442,278,50,790,1621,1870,853,603,114,1211,161,4365,40,4325,3787,939,2986,406,709,91,0,662,438,221,3,0,20202,2875,5434,8505
48167,Galveston County,48, Texas,0.770353584,16,55580,50942,327089,21173,264536,45830,4444,13120,640,79406,32094,5173,14744,4916,11951,36630,5813,16268,13037,119181,78968,40213,20717,45468,25383,27613,320541,3395,1440,1955,144204,30730,18002,23556,36625,32429,14117,12454,6548,16349,3878,98954,516,98438,78675,13703,80775,17762,7282,923,168,3699,2980,133,476,110,320046,42158,67106,89523
48169,Garza County,48, Texas,0.842332613,0,0,0,6288,269,5310,310,73,137,25,3272,2216,629,1152,620,1092,2225,629,1152,157,1628,1044,584,298,531,294,505,4390,61,3,58,2165,114,9,364,307,371,173,413,1898,340,10,1278,9,1269,1027,154,1052,224,110,16,0,115,106,0,9,0,4397,778,1255,1640
48171,Gillespie County,48, Texas,0.812043392,0,0,0,26208,1302,24755,118,1323,186,12,6006,2805,552,1172,537,1045,2972,552,1172,668,10717,7854,2863,1049,2738,2174,4756,25869,409,319,90,13081,1156,372,1695,2659,3357,1547,1459,339,2182,220,8315,33,8282,6573,1533,5160,987,1954,623,30,303,266,21,0,16,25826,2946,5117,7851
48173,Glasscock County,48, Texas,0.736842105,0,0,0,1430,68,1009,0,0,0,0,626,330,83,136,83,136,343,83,149,20,432,294,138,54,193,93,92,1430,21,0,21,570,6,0,51,96,119,42,124,0,89,10,333,6,327,205,47,248,93,50,14,0,48,48,0,0,0,1430,136,358,530
48175,Goliad County,48, Texas,0.783257919,0,0,0,7531,312,5938,386,12,52,0,2699,197,10,32,10,32,246,10,50,182,2681,2259,422,292,758,656,975,7435,63,49,14,3765,107,20,236,612,790,446,597,96,771,199,1711,42,1669,1363,487,726,188,534,42,14,125,122,0,3,0,7431,1267,1770,2299
48177,Gonzales County,48, Texas,0.750875517,2,7265,7255,20667,1507,13065,1470,130,68,4,10436,2517,192,1124,192,1104,2622,192,1133,827,7214,4923,2291,1392,2369,1415,2038,20354,710,396,314,8911,861,212,1130,1839,2021,975,1249,313,1897,174,5143,28,5115,3811,1181,2757,900,1505,257,18,572,565,0,7,0,20334,3189,6072,8189
48179,Gray County,48, Texas,0.779960707,1,5021,3644,22685,1641,19866,1243,503,202,23,6465,2285,206,896,127,729,2555,222,947,723,8000,5963,2037,1746,2474,1482,2298,21113,229,146,83,10035,968,428,1366,2388,1909,957,1380,1572,2009,197,5794,30,5764,3537,715,4404,1791,960,289,26,378,355,8,15,0,20969,3309,6371,8324
48181,Grayson County,48, Texas,0.792534444,1,2916,2537,128560,8066,115653,9222,3178,2284,145,16817,8115,1137,3984,1094,3476,9106,1188,4282,5381,47957,32331,15626,8010,16265,10144,13538,126117,1457,619,838,55441,8288,3115,8797,13592,12797,6557,6214,2443,9666,2624,35667,294,35373,26408,6424,24520,6837,4969,1253,199,987,773,24,133,57,125771,17383,30239,42956
48183,Gregg County,48, Texas,0.753408001,7,28061,26276,123494,9322,94894,26678,1230,2159,175,22916,11179,1982,5580,1947,4631,11996,2090,5866,6355,45532,27006,18526,10184,15660,8583,11105,118961,1418,731,687,51797,12507,5347,9404,13681,11330,5581,5536,4533,9482,1415,34635,409,34226,26316,8119,24283,6942,3015,464,73,1539,1405,58,76,0,119520,21029,36984,50163
48185,Grimes County,48, Texas,0.751041124,2,7480,7480,27630,1534,22251,4660,480,66,20,6616,2179,113,704,98,582,2339,113,735,1153,8793,6794,1999,1172,2935,1803,2883,23989,330,172,158,11205,660,141,1327,2311,2664,1534,957,3641,2598,259,5936,57,5879,4661,1745,3215,943,1114,176,0,419,391,28,0,0,24040,4600,7688,9831
48187,Guadalupe County,48, Texas,0.815089413,0,0,0,155137,9910,116097,14094,1933,4166,766,58462,11086,1190,3691,1014,2566,15416,1850,5205,6436,53107,40707,12400,9448,22398,9408,11853,153272,1652,789,863,57060,5187,2289,9563,16361,15557,6328,5298,1865,7430,1047,44630,160,44470,32745,6493,34504,10088,4854,943,212,1876,1665,81,96,34,153086,14519,26138,38926
48189,Hale County,48, Texas,0.775467043,2,8851,7503,34113,2392,30428,2333,1351,422,38,20153,3417,259,1036,259,941,3572,262,1070,1457,11146,6746,4400,2536,3877,2032,2701,31826,631,212,419,13409,1819,481,1909,3444,2658,1510,1625,2287,2376,296,8474,34,8440,6804,2998,5094,1369,588,79,3,665,630,27,5,3,31716,5918,9605,13709
48191,Hall County,48, Texas,0.766719745,0,0,0,3074,124,2577,303,44,20,0,1057,300,11,92,11,68,325,13,102,169,1301,794,507,189,376,262,474,3005,39,32,7,1929,119,0,210,386,215,244,246,69,452,62,787,12,775,495,114,593,223,94,28,0,57,57,0,0,0,3016,699,1519,1923
48193,Hamilton County,48, Texas,0.786752281,1,2679,2643,8269,469,7990,46,160,24,0,1019,358,106,161,106,161,394,106,177,278,3108,2517,591,323,873,712,1200,8001,106,32,74,4574,186,92,335,817,1092,388,476,268,896,108,2104,28,2076,1118,369,1304,668,450,255,0,73,30,32,11,0,7971,1303,2375,3112
48195,Hansford County,48, Texas,0.788907753,0,0,0,5547,467,5156,20,24,35,38,2618,1414,323,841,282,776,1427,323,841,222,1855,1357,498,428,712,296,419,5471,86,71,15,2345,181,15,312,416,526,267,334,76,390,93,1372,8,1364,1158,264,982,185,169,20,0,237,237,0,0,0,5471,883,1783,2526
48197,Hardeman County,48, Texas,0.821689953,0,0,0,3952,196,3458,352,114,0,30,851,235,88,115,88,115,257,88,115,105,1519,1112,407,225,488,289,517,3915,37,25,12,2296,167,21,256,303,418,191,351,37,487,28,1004,8,996,728,165,729,207,148,56,0,71,71,0,0,0,3928,494,1081,1686
48199,Hardin County,48, Texas,0.77561135,2,5379,5314,56379,3739,52525,3361,490,571,0,3142,904,319,551,291,476,1230,340,690,1910,20385,16332,4053,3639,6848,4158,5740,55930,314,169,145,24345,1610,714,2956,5584,5675,3153,3017,449,4088,541,15756,66,15690,12632,4353,9600,2480,2338,492,0,37,8,3,26,0,55794,7010,11341,15087
48201,Harris County,48, Texas,0.762732128,203,1118563,1099858,4602523,352799,2978447,916494,41821,357617,7910,1958963,1199771,254889,614105,235384,505502,1265439,272103,645526,217821,1583486,865645,717841,382890,657602,276941,266053,4561215,88861,27402,61459,1740973,624282,449367,348706,528982,405112,159496,141190,41308,248936,47792,1286758,4129,1282629,991630,202632,1036671,265081,99940,10761,1732,189061,155991,6653,21949,4468,4556828,739100,1223337,1683359
48203,Harrison County,48, Texas,0.752953377,4,21851,20685,66645,4354,50176,14510,698,629,15,8627,4239,713,2036,670,1751,4494,743,2090,2465,23217,17095,6122,3984,7873,4761,6599,65188,823,447,376,28472,2436,487,3328,6295,5868,3425,4301,1457,7359,889,14969,113,14856,10264,2778,10133,3579,2773,573,69,330,320,10,0,0,65126,10488,17719,24198
48205,Hartley County,48, Texas,0.767985612,0,0,0,5767,311,5037,592,158,101,17,1524,570,138,279,98,239,599,139,289,83,1681,1069,612,457,492,250,482,4215,63,26,37,1945,132,79,380,424,387,218,272,1552,320,62,1299,3,1296,1066,244,1009,207,100,13,0,109,78,0,31,0,4205,266,448,1337
48207,Haskell County,48, Texas,0.850860421,0,0,0,5809,243,5251,231,56,74,30,1665,714,164,380,154,367,731,164,380,313,2125,1618,507,274,685,407,759,5237,60,55,5,3440,144,7,269,560,612,270,414,572,769,48,1308,8,1300,879,145,1058,315,162,33,0,121,121,0,0,0,5231,1053,1743,2338
48209,Hays County,48, Texas,0.790576333,7,49950,43655,204150,12742,184404,9803,2475,4409,274,78334,17889,3942,8750,3781,7182,21104,4444,10154,6119,70881,43830,27051,20857,25848,11968,12208,197091,2778,1056,1722,76193,18103,11156,18589,24489,18176,5937,3690,7059,8244,3771,58866,203,58663,42533,5008,50503,14619,4193,746,207,2537,2219,119,192,7,196739,29497,44269,58076
48211,Hemphill County,48, Texas,0.76810415,0,0,0,4061,260,3865,36,33,34,0,1455,629,106,387,106,353,637,106,387,169,1323,841,482,214,559,258,292,4023,86,22,64,1677,252,94,206,353,345,130,289,38,287,80,956,0,956,570,141,594,237,253,128,15,149,149,0,0,0,4023,564,1014,1419
48213,Henderson County,48, Texas,0.780982672,2,8051,7970,80460,4537,72881,5721,1203,648,64,10072,4437,714,2016,668,1858,5063,740,2184,2911,30885,23583,7302,4074,9392,6562,10857,79191,903,482,421,40899,2197,777,5042,8633,8948,4537,3725,1269,7309,1020,22556,254,22302,17236,3423,16856,3988,7372,487,36,673,621,22,30,0,78936,13782,23644,33039
48215,Hidalgo County,48, Texas,0.707449835,61,495214,487152,849389,80050,757190,5788,2854,9375,344,781681,230582,31204,95731,29128,85646,241313,33926,100654,43634,234879,159967,74912,46847,100478,36668,50886,839762,28960,17015,11945,272157,45103,12926,36544,64839,72158,32364,28974,9627,71727,8969,154183,758,153425,109493,36213,104890,34147,19399,6208,281,48861,48342,93,373,53,839124,261968,387932,482845
48217,Hill County,48, Texas,0.774061433,2,6603,6536,35399,2113,31159,2643,697,234,76,7247,2609,204,903,177,757,2750,211,923,1261,12769,9399,3370,1866,4038,2729,4136,34442,653,421,232,16293,1256,395,2298,3278,3886,1737,1570,957,2802,501,9466,80,9386,7017,2426,5332,1478,1959,539,65,253,246,3,4,0,34378,5482,9257,12882
48219,Hockley County,48, Texas,0.775950668,2,2836,2824,23162,1558,21214,1032,221,237,25,10970,1822,208,591,208,534,1994,235,669,931,7946,5577,2369,1794,2592,1527,2033,22424,457,243,214,9342,988,328,1209,2270,2142,1103,1222,738,1708,271,5967,69,5898,4741,992,4455,802,981,109,20,367,367,0,0,0,22325,3496,6142,9322
48221,Hood County,48, Texas,0.850431547,0,0,0,56901,3109,54926,671,807,526,56,7026,1433,136,613,82,401,1711,150,676,1520,21969,16819,5150,3195,6200,4358,8216,56214,494,263,231,26257,2482,1335,4532,6146,6803,2988,1500,687,3093,755,18121,88,18033,13082,4587,11833,4150,2169,500,41,510,489,19,0,2,56201,6027,10254,15983
48223,Hopkins County,48, Texas,0.806509503,0,0,0,36240,2320,30962,2836,395,310,77,6043,2629,177,902,149,740,2941,238,1040,1494,13405,9365,4040,2438,4545,2478,3944,35772,538,283,255,15368,1674,535,2184,3842,4110,1595,1674,468,2317,626,10462,115,10347,8215,3320,5654,1535,1613,464,15,260,238,4,18,0,35640,6019,10123,13679
48225,Houston County,48, Texas,0.768883415,1,1369,1369,22955,1181,16250,5935,306,201,0,2511,698,60,278,60,232,790,90,318,917,8209,5660,2549,1226,2505,1647,2831,19780,252,115,137,11663,810,116,1047,2358,2596,1140,1068,3175,3397,189,4623,61,4562,2205,1061,2381,1404,1180,805,28,332,332,0,0,0,19696,4872,7781,9828
48227,Howard County,48, Texas,0.780053599,1,3395,3371,36667,2309,31181,2596,615,504,163,15394,4464,1105,2003,1105,1925,4662,1105,2034,1428,11036,7350,3686,2432,3593,2190,2821,31456,383,209,174,13148,1800,1262,2144,3087,2519,1498,1788,5211,2638,371,8027,48,7979,5552,1314,6070,2228,736,120,33,297,224,15,31,27,31610,5301,8823,11569
48229,Hudspeth County,48, Texas,0.559849199,1,4098,3377,4098,207,2906,119,35,74,0,3212,1510,511,738,511,732,1594,548,775,94,900,683,217,66,198,290,346,3377,54,52,2,1562,13,0,60,233,227,176,204,721,397,93,410,0,410,259,116,148,67,139,84,0,324,324,0,0,0,3377,951,1387,2029
48231,Hunt County,48, Texas,0.778770714,4,15354,13721,92152,5804,74725,8049,1440,1641,295,14595,6017,1156,2997,1130,2666,6805,1267,3300,3189,32369,22446,9923,5892,11428,6613,8436,89361,1465,871,594,37544,5296,2027,6711,8728,8770,4403,3757,2791,6942,1250,24177,217,23960,17742,5460,13858,4169,5914,1422,182,483,409,29,45,0,89370,15615,24921,34313
48233,Hutchinson County,48, Texas,0.766227602,1,2109,2048,21571,1424,19826,680,867,202,133,4959,999,43,291,33,238,1181,49,308,905,7191,5819,1372,1218,2324,1561,2088,21436,186,148,38,10631,1006,172,926,1709,1851,1097,1608,135,1327,248,5616,37,5579,4278,792,4330,1087,734,137,7,120,113,3,4,0,21442,3264,5298,7109
48235,Irion County,48, Texas,0.790996785,0,0,0,1524,60,1271,54,10,0,0,374,59,0,0,0,0,75,11,11,58,634,499,135,130,192,142,170,1524,25,0,25,868,16,0,59,162,149,178,86,0,135,55,444,8,436,184,53,265,143,141,98,3,0,0,0,0,0,1524,226,265,407
48237,Jack County,48, Texas,0.767030486,0,0,0,8842,493,8301,423,80,17,5,1465,523,46,199,46,199,611,51,220,301,3160,2584,576,592,1007,658,903,7684,110,80,30,4143,114,10,382,868,1025,410,475,1158,929,149,2082,27,2055,1396,288,1426,469,427,106,4,169,169,0,0,0,7670,1160,1982,2749
48239,Jackson County,48, Texas,0.722832437,1,5681,5640,14820,1053,13024,1118,35,149,8,4873,1375,104,561,77,493,1497,104,604,350,5237,3566,1671,862,1841,1039,1495,14591,276,131,145,6663,638,98,600,1693,1311,670,963,229,1462,135,3640,13,3627,2418,673,2337,900,770,242,63,154,139,15,0,0,14472,2011,3045,4750
48241,Jasper County,48, Texas,0.708981642,5,21219,20962,35504,2119,28162,6059,376,328,75,2360,948,143,288,84,172,1173,235,406,1334,12583,9650,2933,1606,4081,2771,4125,34582,366,222,144,17147,1195,261,1519,2963,3451,2076,2574,922,4033,923,7627,74,7553,5638,2119,3163,914,2539,917,9,85,67,18,0,0,34406,5751,9959,12541
48243,Jeff Davis County,48, Texas,0.760986066,0,0,0,2234,61,2132,18,25,51,0,727,333,48,122,48,122,384,48,138,3,1050,850,200,82,269,273,426,2172,13,13,0,1861,37,16,83,274,395,133,165,62,215,136,699,0,699,414,40,468,156,182,81,0,100,100,0,0,0,2172,142,473,628
48245,Jefferson County,48, Texas,0.739006122,30,104880,96375,255210,17595,152432,87930,2051,10530,182,51461,30773,5292,15077,4886,12084,33245,6003,16353,12903,94002,57625,36377,20937,32211,18261,22593,238864,2168,1048,1120,108112,25851,10228,17718,27481,23189,11408,14206,16346,27336,1990,64676,248,64428,36426,9236,52362,25787,4486,810,328,4399,3435,181,728,55,238628,43850,70279,93591
48247,Jim Hogg County,48, Texas,0.618043351,2,5282,5253,5282,412,5250,4,21,0,0,4890,209,63,82,63,82,235,63,82,316,1710,1237,473,237,408,422,643,5253,131,83,48,2523,288,20,220,409,297,211,573,29,805,47,858,4,854,628,169,583,138,141,78,0,272,272,0,0,0,5232,1431,2138,2722
48249,Jim Wells County,48, Texas,0.705286933,6,36983,36572,41192,3041,39600,336,131,257,63,33060,2469,520,909,520,823,2658,520,909,1822,13043,8916,4127,2069,4585,2828,3561,40776,811,464,347,16354,1667,329,1666,2860,3641,1738,3138,416,5292,363,7388,186,7202,3482,865,5509,3002,1218,411,13,1399,1399,0,0,0,40678,9336,13486,18721
48251,Johnson County,48, Texas,0.792369478,1,4078,3545,163475,10772,152015,6154,2549,2093,773,34048,7880,811,3177,599,2698,9306,1005,3627,6061,56433,41781,14652,10475,21303,11548,13107,160670,1986,1265,721,61147,5762,1765,9846,16402,17273,6412,6500,2805,7748,1652,47033,432,46601,35407,16218,23696,7558,7834,2613,262,1433,1350,38,45,0,160311,16991,32027,49497
48253,Jones County,48, Texas,0.824054247,0,0,0,19891,888,14481,3584,707,137,0,5447,709,64,160,28,100,883,64,187,601,5593,4101,1492,986,1584,1130,1893,12638,74,40,34,7335,264,34,757,1718,1228,898,992,7253,1336,286,3971,50,3921,2908,900,2404,597,981,263,40,247,247,0,0,0,12639,1802,3452,4909
48255,Karnes County,48, Texas,0.78130424,1,1548,1548,15387,852,11494,1340,322,28,5,8304,1218,633,796,622,755,1315,640,803,460,4246,3108,1138,764,1327,882,1273,12325,197,68,129,5936,697,136,563,922,1117,704,940,3062,1641,100,2505,48,2457,1847,591,1437,419,536,105,9,320,289,31,0,0,12616,2348,3580,4560
48257,Kaufman County,48, Texas,0.81415122,1,5823,5428,118910,8545,100243,14155,1548,1795,244,24531,9833,1421,3938,1328,3342,10863,1575,4336,4602,37364,28509,8855,6038,16083,7139,8104,117460,1138,625,513,40748,3285,977,6212,11156,12312,4566,3118,1450,6282,2080,29002,159,28843,18950,3432,21536,7473,5563,1370,170,1051,1027,5,19,0,117258,15272,24190,34897
48259,Kendall County,48, Texas,0.812659183,0,0,0,41982,2138,39466,809,1079,727,132,9894,2479,359,805,359,747,3246,428,1103,1208,14159,10320,3839,1695,5227,3167,4070,41516,289,64,225,15758,2426,1096,2717,4474,4314,1623,1031,466,1290,572,12297,149,12148,9877,1596,9990,2100,1091,142,0,236,224,0,12,0,41463,2178,4701,7930
